County,DEM,REP,Votes,Voters,Year,Prez_Election,State,Voter_ID,Senate_2018,Dem_Percent,Rep_Percent,Rep_Lean,Turnout,FIPS
POTTER,6537,11701,18764,57639,2002,0,TX,0,0,0.3483798763589853,0.6235877211681944,0.27520784480920907,0.3255434688318673,48375
PRESIDIO,997,322,1343,4536,2002,0,TX,0,0,0.742367833209233,0.23976172747580043,-0.5026061057334326,0.2960758377425044,48377
RAINS,966,1730,2768,5848,2002,0,TX,0,0,0.34898843930635837,0.625,0.27601156069364163,0.47332421340629277,48379
RANDALL,6627,23770,31139,73862,2002,0,TX,0,0,0.21281993641414304,0.7633514242589678,0.5505314878448249,0.4215834935420108,48381
REAGAN,224,526,765,1900,2002,0,TX,0,0,0.2928104575163399,0.6875816993464052,0.39477124183006534,0.4026315789473684,48383
REAL,235,846,1096,2522,2002,0,TX,0,0,0.21441605839416059,0.7718978102189781,0.5574817518248175,0.4345757335448057,48385
RED RIVER,1562,1957,3554,8504,2002,0,TX,0,0,0.4395047833427124,0.5506471581316826,0.11114237478897021,0.41792097836312325,48387
REEVES,1716,782,2523,7602,2002,0,TX,0,0,0.6801426872770512,0.3099484740388426,-0.37019421323820856,0.3318863456985004,48389
REFUGIO,827,1065,1924,5566,2002,0,TX,0,0,0.4298336798336798,0.5535343035343036,0.12370062370062374,0.3456701401365433,48391
ROBERTS,53,339,402,782,2002,0,TX,0,0,0.1318407960199005,0.8432835820895522,0.7114427860696517,0.5140664961636828,48393
ROBERTSON,2865,2673,5639,11514,2002,0,TX,0,0,0.5080688065259797,0.47402021635041675,-0.034048590175563,0.4897516067396213,48395
ROCKWALL,2833,10999,14087,32431,2002,0,TX,0,0,0.20110740398949387,0.780790800028395,0.5796833960389011,0.4343683512688477,48397
RUNNELS,637,2200,2916,7089,2002,0,TX,0,0,0.21844993141289437,0.7544581618655692,0.5360082304526749,0.4113415150232755,48399
RUSK,3598,7371,11085,31414,2002,0,TX,0,0,0.32458276950834464,0.6649526387009472,0.3403698691926026,0.3528681479595085,48401
SABINE,1182,1604,2838,7653,2002,0,TX,0,0,0.4164904862579281,0.5651867512332629,0.14869626497533478,0.3708349666797334,48403
SAN AUGUSTINE,1383,1481,2910,6669,2002,0,TX,0,0,0.47525773195876286,0.50893470790378,0.033676975945017174,0.4363472784525416,48405
SAN JACINTO,2228,3440,5804,15367,2002,0,TX,0,0,0.3838731909028256,0.5926946933149552,0.20882150241212954,0.3776924578642546,48407
SAN PATRICIO,6199,7123,13602,44663,2002,0,TX,0,0,0.45574180267607706,0.5236729892662844,0.0679311865902073,0.30454738821843585,48409
SAN SABA,483,1283,1793,3704,2002,0,TX,0,0,0.2693809258226436,0.7155605131065254,0.44617958728388174,0.48407127429805613,48411
SCHLEICHER,246,556,819,1842,2002,0,TX,0,0,0.30036630036630035,0.6788766788766789,0.37851037851037855,0.44462540716612375,48413
SCURRY,918,2727,3725,10977,2002,0,TX,0,0,0.24644295302013422,0.7320805369127517,0.48563758389261746,0.33934590507424617,48415
SHACKELFORD,147,762,940,2410,2002,0,TX,0,0,0.15638297872340426,0.8106382978723404,0.6542553191489362,0.3900414937759336,48417
SHELBY,2574,3882,6524,15395,2002,0,TX,0,0,0.394543225015328,0.5950337216431637,0.2004904966278357,0.4237739525820071,48419
SHERMAN,157,651,833,1628,2002,0,TX,0,0,0.18847539015606243,0.7815126050420168,0.5930372148859544,0.5116707616707616,48421
SMITH,13609,32763,46969,107976,2002,0,TX,0,0,0.28974429943153995,0.6975451893802295,0.4078008899486895,0.4349948136622953,48423
SOMERVELL,757,1674,2492,5202,2002,0,TX,0,0,0.3037720706260032,0.6717495987158909,0.3679775280898877,0.4790465205690119,48425
STARR,5556,663,6240,27602,2002,0,TX,0,0,0.8903846153846153,0.10625,-0.7841346153846154,0.22607057459604377,48427
STEPHENS,787,1972,2857,5838,2002,0,TX,0,0,0.27546377318865944,0.6902345117255863,0.4147707385369268,0.4893799246317232,48429
STERLING,85,352,448,1019,2002,0,TX,0,0,0.18973214285714285,0.7857142857142857,0.5959821428571428,0.4396467124631992,48431
STONEWALL,210,372,600,1204,2002,0,TX,0,0,0.35,0.62,0.27,0.4983388704318937,48433
SUTTON,344,699,1057,2610,2002,0,TX,0,0,0.3254493850520341,0.6613055818353831,0.33585619678334905,0.4049808429118774,48435
SWISHER,885,1163,2097,5033,2002,0,TX,0,0,0.4220314735336195,0.5546018121125418,0.1325703385789223,0.4166501092787602,48437
TARRANT,129861,200486,337032,876576,2002,0,TX,0,0,0.38530762657551804,0.5948574616060196,0.20954983503050156,0.3844869127149272,48439
TAYLOR,7271,21723,29631,80192,2002,0,TX,0,0,0.24538490094833115,0.7331173433228713,0.4877324423745401,0.3695006983240223,48441
TERRELL,207,192,404,798,2002,0,TX,0,0,0.5123762376237624,0.4752475247524752,-0.03712871287128716,0.506265664160401,48443
TERRY,897,1966,2921,7957,2002,0,TX,0,0,0.30708661417322836,0.6730571722013009,0.36597055802807255,0.3670981525700641,48445
THROCKMORTON,168,497,679,1313,2002,0,TX,0,0,0.24742268041237114,0.7319587628865979,0.48453608247422675,0.5171363290175172,48447
TITUS,2288,3256,5630,15045,2002,0,TX,0,0,0.4063943161634103,0.5783303730017761,0.17193605683836582,0.3742107012296444,48449
TOM GREEN,6876,17158,24808,64279,2002,0,TX,0,0,0.27716865527249274,0.6916317316994518,0.41446307642695907,0.385942531775541,48451
TRAVIS,103127,102914,220043,555065,2002,0,TX,0,0,0.4686674877183096,0.46769949509868525,-0.0009679926196243804,0.3964274454343185,48453
TRINITY,1863,2210,4135,10488,2002,0,TX,0,0,0.4505441354292624,0.5344619105199516,0.0839177750906892,0.39426010678871093,48455
TYLER,2123,2436,4631,13127,2002,0,TX,0,0,0.4584323040380047,0.5260202979917944,0.06758799395378967,0.35278433762474287,48457
UPSHUR,3368,5507,9066,23298,2002,0,TX,0,0,0.371497904257666,0.6074343701742775,0.2359364659166115,0.38913211434457895,48459
UPTON,241,604,859,2216,2002,0,TX,0,0,0.28055878928987193,0.7031431897555297,0.42258440046565776,0.38763537906137185,48461
UVALDE,2965,3159,6210,16411,2002,0,TX,0,0,0.4774557165861514,0.508695652173913,0.031239935587761614,0.3784047285357382,48463
VAL VERDE,4403,3197,7674,25524,2002,0,TX,0,0,0.5737555381808704,0.4166015115976023,-0.15715402658326816,0.3006582040432534,48465
VAN ZANDT,3867,9168,13296,32429,2002,0,TX,0,0,0.29083935018050544,0.6895306859205776,0.3986913357400722,0.41000339202565605,48467
VICTORIA,7494,11385,19228,55061,2002,0,TX,0,0,0.38974412315373413,0.5921052631578947,0.20236114000416056,0.34921269137865274,48469
WALKER,3807,6448,10444,28239,2002,0,TX,0,0,0.36451551129835313,0.6173879739563386,0.25287246265798546,0.36984312475654235,48471
WALLER,3071,4765,7965,23130,2002,0,TX,0,0,0.3855618330194601,0.5982423101067169,0.2126804770872568,0.3443579766536965,48473
WARD,1399,1697,3211,6999,2002,0,TX,0,0,0.4356898162566179,0.5284957957022735,0.09280597944565555,0.4587798256893842,48475
WASHINGTON,2270,7020,9440,19794,2002,0,TX,0,0,0.24046610169491525,0.7436440677966102,0.503177966101695,0.4769121956148328,48477
WEBB,35101,3958,39241,93451,2002,0,TX,0,0,0.8944981014754976,0.10086389235748325,-0.7936342091180143,0.4199098993055184,48479
WHARTON,3245,6002,9409,22994,2002,0,TX,0,0,0.3448825592517802,0.6378998830906579,0.29301732383887774,0.4091937027050535,48481
WHEELER,425,1122,1568,3846,2002,0,TX,0,0,0.2710459183673469,0.7155612244897959,0.44451530612244894,0.4076963078523141,48483
WICHITA,8518,16930,26179,79492,2002,0,TX,0,0,0.32537530081362925,0.646701554681233,0.3213262538676038,0.32932873748301716,48485
WILBARGER,857,2086,2993,8652,2002,0,TX,0,0,0.2863347811560307,0.6969595723354494,0.41062479117941864,0.3459315765141008,48487
WILLACY,2615,1004,3664,10917,2002,0,TX,0,0,0.7137008733624454,0.2740174672489083,-0.43968340611353707,0.3356233397453513,48489
WILLIAMSON,20822,51326,75096,177935,2002,0,TX,0,0,0.27727175881538296,0.6834718227335677,0.4062000639181847,0.4220417568213112,48491
WILSON,3294,5614,9071,22340,2002,0,TX,0,0,0.36313526623305037,0.6188953808841362,0.25576011465108583,0.4060429722470904,48493
WINKLER,581,1036,1667,4345,2002,0,TX,0,0,0.34853029394121177,0.6214757048590281,0.2729454109178164,0.38365937859608745,48495
WISE,3309,8212,11766,31786,2002,0,TX,0,0,0.2812340642529322,0.6979432262451131,0.4167091619921809,0.37016296482728245,48497
WOOD,3124,7852,11136,21606,2002,0,TX,0,0,0.2805316091954023,0.7051005747126436,0.4245689655172413,0.5154123854484866,48499
YOAKUM,516,1292,1872,4811,2002,0,TX,0,0,0.27564102564102566,0.6901709401709402,0.4145299145299145,0.38910829349407605,48501
YOUNG,1422,3804,5313,11900,2002,0,TX,0,0,0.2676453980801807,0.7159796725014116,0.4483342744212309,0.4464705882352941,48503
ZAPATA,2082,366,2454,6868,2002,0,TX,0,0,0.8484107579462102,0.1491442542787286,-0.6992665036674817,0.3573092603377985,48505
ZAVALA,2195,430,2653,8225,2002,0,TX,0,0,0.8273652468903129,0.1620806633999246,-0.6652845834903882,0.3225531914893617,48507
ANDERSON,4678,11525,16301,29612,2004,1,TX,0,0,0.286976259125207,0.7070118397644316,0.4200355806392246,0.5504862893421586,48001
ANDREWS,677,3837,4536,8421,2004,1,TX,0,0,0.1492504409171076,0.8458994708994709,0.6966490299823633,0.5386533665835411,48003
ANGELINA,9302,18932,28364,48109,2004,1,TX,0,0,0.32795092370610635,0.6674658017204907,0.3395148780143844,0.5895778336693758,48005
ARANSAS,2640,6569,9268,16049,2004,1,TX,0,0,0.2848511005610703,0.7087829089339663,0.423931808372896,0.5774814630195028,48007
ARCHER,878,3556,4451,6509,2004,1,TX,0,0,0.19725904291170523,0.7989215906537857,0.6016625477420804,0.6838223997541865,48009
ARMSTRONG,170,830,1004,1476,2004,1,TX,0,0,0.1693227091633466,0.8266932270916335,0.6573705179282869,0.6802168021680217,48011
ATASCOSA,4421,7635,12116,24912,2004,1,TX,0,0,0.3648894024430505,0.6301584681413007,0.2652690656982502,0.4863519588953115,48013
AUSTIN,2582,8072,10702,17096,2004,1,TX,0,0,0.24126331526817418,0.7542515417678939,0.5129882264997196,0.6259943846513805,48015
BAILEY,525,1882,2412,4071,2004,1,TX,0,0,0.21766169154228857,0.7802653399668324,0.5626036484245439,0.5924834193072955,48017
BANDERA,1738,6933,8741,13472,2004,1,TX,0,0,0.1988330854593296,0.7931586774968539,0.5943255920375243,0.6488271971496437,48019
BASTROP,9794,13290,23441,38047,2004,1,TX,0,0,0.41781493963568106,0.5669553346700226,0.1491403950343415,0.6161063947223171,48021
BAYLOR,467,1169,1640,2820,2004,1,TX,0,0,0.2847560975609756,0.7128048780487805,0.42804878048780487,0.5815602836879432,48023
BEE,4045,5428,9518,16513,2004,1,TX,0,0,0.42498424038663585,0.5702878756041185,0.14530363521748269,0.5763943559619693,48025
BELL,27165,52135,79724,154459,2004,1,TX,0,0,0.3407380462595956,0.6539436054387637,0.31320555917916815,0.5161499168064017,48027
BEXAR,210976,260698,475314,908466,2004,1,TX,0,0,0.44386658082867325,0.5484753236807668,0.10460874285209354,0.523205051152162,48029
BLANCO,1267,3277,4584,6548,2004,1,TX,0,0,0.2763961605584642,0.7148778359511344,0.4384816753926702,0.7000610873549176,48031
BORDEN,55,303,359,455,2004,1,TX,0,0,0.1532033426183844,0.8440111420612814,0.6908077994428969,0.789010989010989,48033
BOSQUE,1815,5737,7586,11495,2004,1,TX,0,0,0.2392565251779594,0.7562615344054838,0.5170050092275245,0.6599391039582427,48035
BOWIE,11880,21791,33760,57462,2004,1,TX,0,0,0.3518957345971564,0.645468009478673,0.2935722748815166,0.5875187080157321,48037
BRAZORIA,28904,63662,93248,161485,2004,1,TX,0,0,0.3099691146190803,0.6827170555936857,0.3727479409746054,0.5774406291606031,48039
BRAZOS,16128,37594,54309,92666,2004,1,TX,0,0,0.2969673534773242,0.6922241249148392,0.395256771437515,0.5860725616731055,48041
BREWSTER,1729,1980,3760,6173,2004,1,TX,0,0,0.4598404255319149,0.526595744680851,0.06675531914893612,0.6091041632917544,48043
BRISCOE,191,620,811,1328,2004,1,TX,0,0,0.23551171393341552,0.7644882860665845,0.528976572133169,0.6106927710843374,48045
BROOKS,1823,845,2674,6768,2004,1,TX,0,0,0.681750186985789,0.31600598354525056,-0.3657442034405385,0.3950945626477541,48047
BROWN,2523,11640,14253,25703,2004,1,TX,0,0,0.17701536518627659,0.8166701747000631,0.6396548095137865,0.5545267089444812,48049
BURLESON,2276,4405,6721,11156,2004,1,TX,0,0,0.33864008332093437,0.6554084213658682,0.3167683380449338,0.6024560774471137,48051
BURNET,4147,11456,15742,24593,2004,1,TX,0,0,0.26343539575657476,0.7277347223986786,0.4642993266421039,0.6401008417029236,48053
CALDWELL,5052,6436,11587,21991,2004,1,TX,0,0,0.43600586864589624,0.5554500733580737,0.11944420471217748,0.5268973671047247,48055
CALHOUN,2561,4348,6929,14454,2004,1,TX,0,0,0.3696060037523452,0.6275075768509164,0.2579015730985712,0.4793828697938287,48057
CALLAHAN,1073,4542,5654,9271,2004,1,TX,0,0,0.1897771489211178,0.803325079589671,0.6135479306685532,0.6098586991694531,48059
CAMERON,33998,34801,69156,162369,2004,1,TX,0,0,0.49161316443981723,0.5032245936722771,0.011611429232459891,0.42591874064630564,48061
CAMP,1778,2638,4439,7247,2004,1,TX,0,0,0.4005406623113314,0.5942779905384096,0.19373732822707818,0.6125293224782669,48063
CARSON,485,2450,2944,4823,2004,1,TX,0,0,0.16474184782608695,0.8322010869565217,0.6674592391304348,0.6104084594650633,48065
CASS,4630,7383,12049,19034,2004,1,TX,0,0,0.38426425429496225,0.6127479458876255,0.22848369159266324,0.6330251129557634,48067
CASTRO,631,1794,2430,4738,2004,1,TX,0,0,0.25967078189300413,0.7382716049382716,0.47860082304526746,0.5128746306458422,48069
CHAMBERS,2953,8618,11649,20250,2004,1,TX,0,0,0.2534981543480127,0.7398059919306378,0.4863078375826251,0.5752592592592592,48071
CHEROKEE,4439,11329,15839,30111,2004,1,TX,0,0,0.2802575920196982,0.7152598017551614,0.43500220973546316,0.5260203912191558,48073
CHILDRESS,511,1629,2144,3933,2004,1,TX,0,0,0.23833955223880596,0.7597947761194029,0.521455223880597,0.5451309433002797,48075
CLAY,1299,3971,5288,7498,2004,1,TX,0,0,0.24565052950075644,0.750945537065053,0.5052950075642966,0.7052547345958923,48077
COCHRAN,249,856,1110,2147,2004,1,TX,0,0,0.22432432432432434,0.7711711711711712,0.5468468468468468,0.5170004657661854,48079
COKE,266,1338,1610,2618,2004,1,TX,0,0,0.16521739130434782,0.831055900621118,0.6658385093167702,0.6149732620320856,48081
COLEMAN,778,3035,3826,6505,2004,1,TX,0,0,0.20334553058024046,0.7932566649242028,0.5899111343439623,0.588162951575711,48083
COLLIN,68935,174435,245154,369412,2004,1,TX,0,0,0.2811905985625362,0.711532342935461,0.4303417443729248,0.6636330167942568,48085
COLLINGSWORTH,346,1051,1398,2306,2004,1,TX,0,0,0.2474964234620887,0.751788268955651,0.5042918454935623,0.606244579358196,48087
COLORADO,2161,5488,7690,12985,2004,1,TX,0,0,0.2810143042912874,0.7136540962288687,0.4326397919375813,0.5922217943781286,48089
COMAL,9153,31574,41043,65739,2004,1,TX,0,0,0.2230100138878737,0.7692907438540068,0.5462807299661331,0.624332587961484,48091
COMANCHE,1431,3813,5268,9389,2004,1,TX,0,0,0.2716400911161731,0.7238041002277904,0.4521640091116173,0.561082117371392,48093
CONCHO,270,911,1193,1862,2004,1,TX,0,0,0.22632020117351215,0.7636211232187762,0.537300922045264,0.6407089151450054,48095
COOKE,3142,11908,15107,24943,2004,1,TX,0,0,0.20798305421327862,0.7882438604620374,0.5802608062487589,0.6056609068676583,48097
CORYELL,5122,12421,17625,38466,2004,1,TX,0,0,0.2906099290780142,0.7047375886524823,0.41412765957446807,0.4581968491654968,48099
COTTLE,214,549,768,1355,2004,1,TX,0,0,0.2786458333333333,0.71484375,0.4361979166666667,0.566789667896679,48101
CRANE,254,1314,1574,2705,2004,1,TX,0,0,0.1613722998729352,0.8348157560355781,0.6734434561626429,0.5818853974121996,48103
CROCKETT,473,1248,1728,2789,2004,1,TX,0,0,0.27372685185185186,0.7222222222222222,0.44849537037037035,0.6195769092864826,48105
CROSBY,622,1647,2275,4344,2004,1,TX,0,0,0.2734065934065934,0.723956043956044,0.45054945054945056,0.5237108655616943,48107
CULBERSON,375,407,788,2052,2004,1,TX,0,0,0.47588832487309646,0.516497461928934,0.04060913705583752,0.3840155945419103,48109
DALLAM,305,1473,1782,3330,2004,1,TX,0,0,0.17115600448933782,0.8265993265993266,0.6554433221099887,0.5351351351351351,48111
DALLAS,336641,346246,687709,1231291,2004,1,TX,0,0,0.48951082507281424,0.5034774882981028,0.013966663225288556,0.5585267820523336,48113
DAWSON,1114,3419,4545,8399,2004,1,TX,0,0,0.24510451045104512,0.7522552255225523,0.5071507150715072,0.5411358495058936,48115
DEAF SMITH,1133,4139,5291,9886,2004,1,TX,0,0,0.21413721413721415,0.7822717822717823,0.5681345681345682,0.535201294760267,48117
DELTA,627,1447,2082,3282,2004,1,TX,0,0,0.3011527377521614,0.6950048030739674,0.393852065321806,0.6343692870201096,48119
DENTON,59346,140891,201410,321700,2004,1,TX,0,0,0.294652698475746,0.6995233603098158,0.4048706618340698,0.6260801989431147,48121
DEWITT,1610,5100,6732,12463,2004,1,TX,0,0,0.23915626856803326,0.7575757575757576,0.5184194890077243,0.5401588702559577,48123
DICKENS,245,815,1063,1454,2004,1,TX,0,0,0.23047977422389465,0.7666980244590781,0.5362182502351834,0.7310866574965612,48125
DIMMIT,2365,1188,3566,7848,2004,1,TX,0,0,0.6632080762759395,0.3331463825014021,-0.33006169377453737,0.45438328236493375,48127
DONLEY,349,1429,1784,2670,2004,1,TX,0,0,0.19562780269058297,0.8010089686098655,0.6053811659192825,0.6681647940074906,48129
DUVAL,2916,1160,4091,10046,2004,1,TX,0,0,0.7127841603519922,0.283549254461012,-0.42923490589098023,0.4072267569181764,48131
EASTLAND,1582,5249,6857,10618,2004,1,TX,0,0,0.23071313985708036,0.7654951144815517,0.5347819746244713,0.6457901676398569,48133
ECTOR,8579,27502,36310,69323,2004,1,TX,0,0,0.23627099972459378,0.757422197741669,0.5211511980170752,0.5237799864402868,48135
EDWARDS,217,745,963,1567,2004,1,TX,0,0,0.22533748701973,0.7736240913811008,0.5482866043613708,0.614550095724314,48137
ELLIS,11640,34602,46444,78274,2004,1,TX,0,0,0.2506244078890707,0.745026268193954,0.4944018603048833,0.5933515599049493,48139
EL PASO,95142,73261,169573,371856,2004,1,TX,0,0,0.5610680945669416,0.4320322221108313,-0.1290358724561103,0.45601792091562326,48141
ERATH,2710,9506,12281,20134,2004,1,TX,0,0,0.22066606953831122,0.7740412018565264,0.5533751323182151,0.6099632462501242,48143
FALLS,2427,3454,5902,10026,2004,1,TX,0,0,0.41121653676719755,0.5852253473398847,0.1740088105726872,0.5886694594055456,48145
FANNIN,4001,7893,11960,18744,2004,1,TX,0,0,0.33453177257525085,0.6599498327759198,0.32541806020066893,0.6380708493384549,48147
FAYETTE,2803,7527,10397,14433,2004,1,TX,0,0,0.2695969991343657,0.723958834279119,0.4543618351447533,0.7203630568835308,48149
FISHER,758,1161,1923,2953,2004,1,TX,0,0,0.39417576703068125,0.6037441497659907,0.20956838273530942,0.6512021672875042,48151
FLOYD,545,2032,2584,4440,2004,1,TX,0,0,0.21091331269349844,0.7863777089783281,0.5754643962848297,0.581981981981982,48153
FOARD,235,347,587,1017,2004,1,TX,0,0,0.40034071550255534,0.5911413969335605,0.19080068143100515,0.5771878072763028,48155
FORT BEND,68722,93625,163169,254364,2004,1,TX,0,0,0.42117068805961916,0.5737915903143367,0.15262090225471753,0.6414783538551053,48157
FRANKLIN,1011,3185,4217,6173,2004,1,TX,0,0,0.23974389376333888,0.755276262746028,0.5155323689826892,0.6831362384578001,48159
FREESTONE,2070,5057,7161,11506,2004,1,TX,0,0,0.2890657729367407,0.7061862868314481,0.41712051389470745,0.6223709369024857,48161
FRIO,1931,1991,3930,10225,2004,1,TX,0,0,0.49134860050890583,0.5066157760814249,0.01526717557251911,0.3843520782396088,48163
GAINES,608,3540,4164,7021,2004,1,TX,0,0,0.14601344860710855,0.8501440922190202,0.7041306436119117,0.5930779091297536,48165
GALVESTON,43919,61290,105981,185911,2004,1,TX,0,0,0.4144044687255263,0.5783112067257339,0.1639067380002076,0.5700630947066069,48167
GARZA,326,1480,1812,3002,2004,1,TX,0,0,0.17991169977924945,0.8167770419426048,0.6368653421633553,0.603597601598934,48169
GILLESPIE,2104,9297,11553,16486,2004,1,TX,0,0,0.1821171989959318,0.8047260451830693,0.6226088461871375,0.7007764163532695,48171
GLASSCOCK,44,488,533,758,2004,1,TX,0,0,0.0825515947467167,0.9155722326454033,0.8330206378986866,0.7031662269129287,48173
GOLIAD,1219,2267,3501,5490,2004,1,TX,0,0,0.3481862325049986,0.6475292773493287,0.29934304484433016,0.6377049180327868,48175
GONZALES,1709,4291,6022,12483,2004,1,TX,0,0,0.2837927598804384,0.7125539687811359,0.42876120890069747,0.4824160858767924,48177
GRAY,1289,7260,8572,15060,2004,1,TX,0,0,0.15037330844610358,0.8469435370975268,0.6965702286514233,0.5691899070385126,48179
GRAYSON,13452,30777,44423,75893,2004,1,TX,0,0,0.3028161087724827,0.6928167840983275,0.39000067532584476,0.5853372511298802,48181
GREGG,12306,29939,42398,76596,2004,1,TX,0,0,0.2902495400726449,0.7061417991414689,0.415892259068824,0.5535275993524466,48183
GRIMES,2713,5263,8030,13577,2004,1,TX,0,0,0.3378580323785803,0.6554171855541718,0.3175591531755915,0.5914414082639758,48185
GUADALUPE,10290,28208,38752,65640,2004,1,TX,0,0,0.26553468208092484,0.7279108175061932,0.4623761354252684,0.5903717245581962,48187
HALE,2078,8025,10154,21593,2004,1,TX,0,0,0.20464841441796336,0.7903289344100847,0.5856805199921213,0.4702449868012782,48189
HALL,413,860,1277,2289,2004,1,TX,0,0,0.32341425215348474,0.6734534064212999,0.3500391542678152,0.5578855395369157,48191
HAMILTON,845,2856,3730,5481,2004,1,TX,0,0,0.22654155495978553,0.7656836461126005,0.539142091152815,0.6805327494982667,48193
HANSFORD,240,1903,2147,3285,2004,1,TX,0,0,0.11178388448998602,0.8863530507685142,0.7745691662785282,0.6535768645357687,48195
HARDEMAN,480,1214,1702,3023,2004,1,TX,0,0,0.282021151586369,0.7132784958871915,0.4312573443008225,0.5630168706582864,48197
HARDIN,5608,15030,20710,33948,2004,1,TX,0,0,0.27078705939159825,0.7257363592467407,0.4549492998551425,0.6100506657240485,48199
HARRIS,475865,584723,1067968,1937072,2004,1,TX,0,0,0.44557983010726915,0.5475098504824114,0.10193002037514226,0.5513310811368911,48201
HARRISON,9642,16473,26223,43520,2004,1,TX,0,0,0.36769248369751745,0.628188994394234,0.2604965106967166,0.6025505514705882,48203
HARTLEY,315,1736,2059,2888,2004,1,TX,0,0,0.152986886838271,0.8431277319086935,0.6901408450704225,0.7129501385041551,48205
HASKELL,867,1539,2416,4328,2004,1,TX,0,0,0.35885761589403975,0.6370033112582781,0.2781456953642384,0.5582255083179297,48207
HAYS,20110,27021,47823,80858,2004,1,TX,0,0,0.4205089601237898,0.5650210149927859,0.1445120548689961,0.5914442603081946,48209
HEMPHILL,257,1380,1643,2275,2004,1,TX,0,0,0.15642118076688982,0.8399269628727937,0.6835057821059038,0.7221978021978022,48211
HENDERSON,8505,20210,28849,49987,2004,1,TX,0,0,0.29481091199001697,0.7005442129709869,0.40573330098096994,0.5771300538139916,48213
HIDALGO,62369,50931,113683,269811,2004,1,TX,0,0,0.5486220455125217,0.44800893713220097,-0.10061310838032073,0.42134308830996514,48215
HILL,3751,9225,13053,22723,2004,1,TX,0,0,0.2873668888378151,0.7067340841185934,0.4193671952807783,0.5744399947190072,48217
HOCKLEY,1385,6160,7577,14212,2004,1,TX,0,0,0.18279002243632045,0.8129866701860895,0.630196647749769,0.5331410075992119,48219
HOOD,4865,16280,21293,32379,2004,1,TX,0,0,0.2284788428121918,0.7645705161320622,0.5360916733198704,0.6576175916489082,48221
HOPKINS,3443,8582,12062,20024,2004,1,TX,0,0,0.2854418836013928,0.7114906317360306,0.4260487481346378,0.6023771474230923,48223
HOUSTON,2921,5848,8806,15890,2004,1,TX,0,0,0.331705655235067,0.6640926640926641,0.3323870088575971,0.5541850220264317,48225
HOWARD,2663,7480,10201,18567,2004,1,TX,0,0,0.261052837957063,0.7332614449563768,0.4722086069993138,0.5494156298809716,48227
HUDSPETH,302,577,886,1652,2004,1,TX,0,0,0.34085778781038373,0.6512415349887133,0.31038374717832956,0.5363196125907991,48229
HUNT,7971,20065,28194,50887,2004,1,TX,0,0,0.28271972760161734,0.7116762431723062,0.4289565155706888,0.554051132902313,48231
HUTCHINSON,1503,7839,9369,17186,2004,1,TX,0,0,0.16042267050912584,0.8366954851104706,0.6762728146013448,0.5451530315372978,48233
IRION,141,684,828,1291,2004,1,TX,0,0,0.17028985507246377,0.8260869565217391,0.6557971014492754,0.6413632842757552,48235
JACK,643,2470,3126,5025,2004,1,TX,0,0,0.2056941778630838,0.7901471529110684,0.5844529750479845,0.622089552238806,48237
JACKSON,1296,3766,5077,9536,2004,1,TX,0,0,0.2552688595627339,0.7417766397478827,0.4865077801851488,0.5324035234899329,48239
JASPER,4471,8347,12873,21496,2004,1,TX,0,0,0.34731608793599006,0.6484114037131982,0.3010953157772081,0.5988556010420544,48241
JEFF DAVIS,378,764,1167,1823,2004,1,TX,0,0,0.32390745501285345,0.6546700942587832,0.33076263924592975,0.6401535929786067,48243
JEFFERSON,47066,44423,91866,165174,2004,1,TX,0,0,0.5123331809374524,0.48356301569677573,-0.02877016524067666,0.5561771223073849,48245
JIM HOGG,1344,712,2065,4233,2004,1,TX,0,0,0.6508474576271186,0.3447941888619855,-0.3060532687651331,0.48783368769194424,48247
JIM WELLS,6824,5817,12691,26473,2004,1,TX,0,0,0.5377038846426602,0.45835631549917266,-0.0793475691434875,0.47939409964869867,48249
JOHNSON,12325,34818,47422,79832,2004,1,TX,0,0,0.2599004681371515,0.7342161865800684,0.47431571844291687,0.5940224471389919,48251
JONES,1658,4254,5931,10660,2004,1,TX,0,0,0.2795481369077727,0.7172483560950936,0.43770021918732094,0.5563789868667918,48253
KARNES,1543,3114,4673,8923,2004,1,TX,0,0,0.33019473571581426,0.6663813396105286,0.33618660389471433,0.5237027905412978,48255
KAUFMAN,8947,21304,30366,50989,2004,1,TX,0,0,0.294638740696832,0.701574128960021,0.40693538826318904,0.5955402145560807,48257
KENDALL,2532,11434,14072,20542,2004,1,TX,0,0,0.17993177942012506,0.8125355315520182,0.6326037521318931,0.6850355369486905,48259
KENEDY,85,82,169,349,2004,1,TX,0,0,0.5029585798816568,0.48520710059171596,-0.017751479289940864,0.48424068767908307,48261
KENT,138,382,522,776,2004,1,TX,0,0,0.26436781609195403,0.7318007662835249,0.46743295019157083,0.6726804123711341,48263
KERR,4557,16538,21246,33124,2004,1,TX,0,0,0.21448743292855127,0.7784053468888261,0.5639179139602748,0.6414080425069436,48265
KIMBLE,324,1482,1816,2915,2004,1,TX,0,0,0.17841409691629956,0.816079295154185,0.6376651982378854,0.6229845626072041,48267
KING,18,137,156,202,2004,1,TX,0,0,0.11538461538461539,0.8782051282051282,0.7628205128205128,0.7722772277227723,48269
KINNEY,542,1051,1600,2491,2004,1,TX,0,0,0.33875,0.656875,0.318125,0.6423123243677238,48271
