County,DEM,REP,Votes,Voters,Year,Prez_Election,State,Voter_ID,Senate_2018,Dem_Percent,Rep_Percent,Rep_Lean,Turnout,FIPS
RUSK,5391,7560,16574,25103,1992,1,TX,0,0,0.32526849282007964,0.4561361168094606,0.13086762398938095,0.6602398119746644,48401
SABINE,2288,1490,4678,6699,1992,1,TX,0,0,0.4890979050876443,0.3185121846943138,-0.17058572039333048,0.6983131810718017,48403
SAN AUGUSTINE,1737,1243,3649,6109,1992,1,TX,0,0,0.4760208276240066,0.3406412715812551,-0.13537955604275148,0.5973154362416108,48405
SAN JACINTO,2846,2494,7011,9784,1992,1,TX,0,0,0.4059335330195407,0.3557267151618885,-0.05020681785765224,0.7165780866721178,48407
SAN PATRICIO,8202,7456,18887,30302,1992,1,TX,0,0,0.4342669561073754,0.39476888865357124,-0.039498067453804186,0.6232921919345258,48409
SAN SABA,716,723,2103,3167,1992,1,TX,0,0,0.34046600095102236,0.3437945791726106,0.0033285782215882187,0.6640353646984528,48411
SCHLEICHER,420,452,1231,1669,1992,1,TX,0,0,0.3411860276198213,0.36718115353371245,0.025995125913891137,0.7375674056321151,48413
SCURRY,1609,2670,6121,8724,1992,1,TX,0,0,0.2628655448456135,0.43620323476556117,0.1733376899199477,0.7016276937184778,48415
SHACKELFORD,484,623,1533,2362,1992,1,TX,0,0,0.3157208088714938,0.4063926940639269,0.09067188519243313,0.6490262489415749,48417
SHELBY,3986,3217,8705,13616,1992,1,TX,0,0,0.4578977599080988,0.3695577254451465,-0.0883400344629523,0.6393213866039953,48419
SHERMAN,261,851,1369,1704,1992,1,TX,0,0,0.19065010956902848,0.6216216216216216,0.4309715120525931,0.8034037558685446,48421
SMITH,17514,27753,59006,79968,1992,1,TX,0,0,0.29681727281971326,0.4703419991187337,0.17352472629902044,0.7378701480592237,48423
SOMERVELL,782,872,2568,3495,1992,1,TX,0,0,0.3045171339563863,0.3395638629283489,0.03504672897196259,0.7347639484978541,48425
STARR,7668,1209,9261,17030,1992,1,TX,0,0,0.8279883381924198,0.13054745707806933,-0.6974408811143504,0.5438050499119201,48427
STEPHENS,1115,1573,3756,5349,1992,1,TX,0,0,0.2968583599574015,0.41879659211927583,0.12193823216187433,0.702187324733595,48429
STERLING,127,322,634,838,1992,1,TX,0,0,0.20031545741324921,0.5078864353312302,0.30757097791798105,0.7565632458233891,48431
STONEWALL,561,242,1125,1441,1992,1,TX,0,0,0.49866666666666665,0.21511111111111111,-0.28355555555555556,0.7807078417765441,48433
SUTTON,524,687,1598,2317,1992,1,TX,0,0,0.327909887359199,0.42991239048811014,0.10200250312891113,0.6896849374190764,48435
SWISHER,1413,989,2949,4315,1992,1,TX,0,0,0.47914547304170907,0.3353679213292642,-0.14377755171244488,0.6834298957126304,48437
TARRANT,156230,183387,471396,596958,1992,1,TX,0,0,0.33141986779692656,0.38902960568184713,0.057609737884920575,0.7896635944237284,48439
TAYLOR,12382,22614,45454,58096,1992,1,TX,0,0,0.27240726888722666,0.49751397016764204,0.22510670128041538,0.7823946571192509,48441
TERRELL,325,176,631,896,1992,1,TX,0,0,0.5150554675118859,0.27892234548335976,-0.23613312202852615,0.7042410714285714,48443
TERRY,1461,2309,4395,6998,1992,1,TX,0,0,0.3324232081911263,0.5253697383390216,0.19294653014789526,0.6280365818805373,48445
THROCKMORTON,401,389,1018,1347,1992,1,TX,0,0,0.393909626719057,0.38212180746561886,-0.011787819253438137,0.7557535263548627,48447
TITUS,3625,3024,8810,12283,1992,1,TX,0,0,0.41146424517593644,0.3432463110102157,-0.06821793416572075,0.717251485793373,48449
TOM GREEN,11437,14989,36739,47892,1992,1,TX,0,0,0.31130406380140996,0.407986063855848,0.09668200005443806,0.767121857512737,48451
TRAVIS,130546,88105,276235,352737,1992,1,TX,0,0,0.4725903668977501,0.3189494452187449,-0.15364092167900517,0.7831188675982389,48453
TRINITY,2784,1988,5909,8791,1992,1,TX,0,0,0.47114570993399896,0.3364359451683872,-0.13470976476561175,0.6721647139119554,48455
TYLER,3465,2357,7360,10749,1992,1,TX,0,0,0.47078804347826086,0.3202445652173913,-0.15054347826086956,0.6847148571960182,48457
UPSHUR,4776,4511,12208,17348,1992,1,TX,0,0,0.39121887287024903,0.3695117955439056,-0.021707077326343416,0.7037122434862808,48459
UPTON,489,908,1756,2419,1992,1,TX,0,0,0.2784738041002278,0.5170842824601367,0.2386104783599089,0.7259198015708971,48461
UVALDE,3482,3635,8543,13279,1992,1,TX,0,0,0.40758515743883883,0.4254945569472082,0.017909399508369395,0.6433466375480081,48463
VAL VERDE,4748,4102,10996,15545,1992,1,TX,0,0,0.4317933794106948,0.37304474354310657,-0.05874863586758822,0.7073657124477324,48465
VAN ZANDT,5310,5810,16396,23102,1992,1,TX,0,0,0.32385947792144426,0.3543547206635765,0.030495242742132223,0.7097221019825123,48467
VICTORIA,7604,13086,26037,37179,1992,1,TX,0,0,0.292045934631486,0.5025924645696509,0.21054652993816492,0.7003146937787461,48469
WALKER,5619,6662,15924,21558,1992,1,TX,0,0,0.3528636021100226,0.4183622205476011,0.06549861843757848,0.7386585026440301,48471
WALLER,4270,3065,9058,15041,1992,1,TX,0,0,0.4714064914992272,0.33837491720026497,-0.13303157429896223,0.6022205970347716,48473
WARD,1695,1769,4422,6261,1992,1,TX,0,0,0.38331071913161463,0.40004522840343737,0.01673450927182274,0.7062769525634882,48475
WASHINGTON,3283,5817,10853,14899,1992,1,TX,0,0,0.3024970054362849,0.5359808347922234,0.23348382935593848,0.7284381502114236,48477
WEBB,14509,7789,24866,52178,1992,1,TX,0,0,0.5834874929622778,0.31323896083004904,-0.2702485321322287,0.47656100272145346,48479
WHARTON,4643,5503,12797,19017,1992,1,TX,0,0,0.3628194107994061,0.4300226615613034,0.06720325076189732,0.6729242256928012,48481
WHEELER,938,1458,2767,3822,1992,1,TX,0,0,0.338995301770871,0.5269244669316949,0.18792916516082392,0.7239665096807953,48483
WICHITA,17021,17956,46608,59926,1992,1,TX,0,0,0.3651948163405424,0.3852557500858222,0.020060933745279785,0.7777592363915495,48485
WILBARGER,1924,1959,5340,7586,1992,1,TX,0,0,0.3602996254681648,0.3668539325842697,0.006554307116104885,0.7039282889533351,48487
WILLACY,3359,1490,5510,9158,1992,1,TX,0,0,0.6096188747731397,0.27041742286751363,-0.33920145190562606,0.6016597510373444,48489
WILLIAMSON,19437,26208,61254,72005,1992,1,TX,0,0,0.31731805269859925,0.42785777255362917,0.11053971985502992,0.8506909242413722,48491
WILSON,3711,3766,9625,13666,1992,1,TX,0,0,0.38555844155844154,0.39127272727272727,0.005714285714285727,0.704302648909703,48493
WINKLER,942,1173,2702,3990,1992,1,TX,0,0,0.34863064396743154,0.4341228719467061,0.08549222797927458,0.6771929824561403,48495
WISE,4478,4555,13568,17895,1992,1,TX,0,0,0.33004127358490565,0.33571639150943394,0.0056751179245282946,0.7582006146968427,48497
WOOD,4084,4708,12318,16378,1992,1,TX,0,0,0.3315473291118688,0.382204903393408,0.05065757428153922,0.7521064843082184,48499
YOAKUM,595,1486,2575,3572,1992,1,TX,0,0,0.23106796116504855,0.5770873786407767,0.3460194174757282,0.7208846584546472,48501
YOUNG,2464,2894,7675,10379,1992,1,TX,0,0,0.321042345276873,0.3770684039087948,0.05602605863192184,0.7394739377589363,48503
ZAPATA,2052,866,3249,5342,1992,1,TX,0,0,0.631578947368421,0.2665435518621114,-0.3650353955063096,0.60819917633845,48505
ZAVALA,3058,571,3868,7128,1992,1,TX,0,0,0.7905894519131335,0.14762150982419855,-0.6429679420889349,0.542648709315376,48507
ANDERSON,4859,6186,11113,19824,1994,0,TX,0,0,0.43723566993611085,0.5566453702870512,0.11940970035094034,0.5605831315577078,48001
ANDREWS,652,2428,3101,5751,1994,0,TX,0,0,0.21025475653015158,0.782973234440503,0.5727184779103515,0.5392105720744218,48003
ANGELINA,9107,10744,19962,38034,1994,0,TX,0,0,0.4562168119426911,0.538222622983669,0.08200581104097787,0.5248461902508282,48005
ARANSAS,2683,3138,5855,9058,1994,0,TX,0,0,0.4582408198121264,0.5359521776259607,0.07771135781383431,0.646389931552219,48007
ARCHER,1371,1538,2927,5077,1994,0,TX,0,0,0.4683976768021865,0.5254526819268875,0.05705500512470102,0.5765215678550325,48009
ARMSTRONG,362,521,888,1291,1994,0,TX,0,0,0.40765765765765766,0.5867117117117117,0.179054054054054,0.6878388845855926,48011
ATASCOSA,3130,4163,7363,15899,1994,0,TX,0,0,0.4250984652994703,0.5653945402689121,0.1402960749694418,0.4631108874771998,48013
AUSTIN,2136,4602,6778,11305,1994,0,TX,0,0,0.31513720861611094,0.6789613455296548,0.36382413691354387,0.5995577178239717,48015
BAILEY,682,1101,1788,3365,1994,0,TX,0,0,0.3814317673378076,0.6157718120805369,0.2343400447427293,0.5313521545319465,48017
BANDERA,1134,3049,4235,7132,1994,0,TX,0,0,0.26776859504132233,0.719952774498229,0.4521841794569067,0.5938025799214807,48019
BASTROP,5475,5603,11185,20128,1994,0,TX,0,0,0.4894948591864104,0.5009387572641931,0.011443898077782733,0.5556935612082671,48021
BAYLOR,1007,784,1807,2994,1994,0,TX,0,0,0.5572772551189817,0.4338682899833979,-0.12340896513558386,0.6035404141616566,48023
BEE,3576,3373,6977,14231,1994,0,TX,0,0,0.5125412068224166,0.4834456069944102,-0.029095599828006358,0.49026772538823693,48025
BELL,17058,20144,37354,79668,1994,0,TX,0,0,0.45665792150773676,0.5392729025004016,0.08261498099266484,0.468870813877592,48027
BEXAR,130564,133374,265614,603687,1994,0,TX,0,0,0.4915554150007153,0.5021346766360207,0.010579261635305426,0.43998628428308045,48029
BLANCO,895,1576,2492,4019,1994,0,TX,0,0,0.35914927768860355,0.6324237560192616,0.27327447833065804,0.6200547399850709,48031
BORDEN,91,226,322,496,1994,0,TX,0,0,0.2826086956521739,0.7018633540372671,0.4192546583850932,0.6491935483870968,48033
BOSQUE,2393,2761,5185,8802,1994,0,TX,0,0,0.46152362584378015,0.5324975891996143,0.07097396335583417,0.5890706657577823,48035
BOWIE,10865,11015,22076,44652,1994,0,TX,0,0,0.49216343540496466,0.49895814459141147,0.006794709186446812,0.49440114664516704,48037
BRAZORIA,20256,30021,50780,98095,1994,0,TX,0,0,0.3988972036234738,0.5911973217802284,0.19230011815675463,0.5176614506345889,48039
BRAZOS,12591,19853,32641,58036,1994,0,TX,0,0,0.3857418583989461,0.608222787292056,0.22248092889310994,0.5624267695912881,48041
BREWSTER,1232,1248,2525,5770,1994,0,TX,0,0,0.4879207920792079,0.49425742574257425,0.006336633663366342,0.4376083188908146,48043
BRISCOE,428,331,759,1260,1994,0,TX,0,0,0.5638998682476943,0.43610013175230566,-0.12779973649538867,0.6023809523809524,48045
BROOKS,1785,453,2245,6126,1994,0,TX,0,0,0.7951002227171492,0.2017817371937639,-0.5933184855233853,0.3664707802807705,48047
BROWN,3982,5293,9338,17538,1994,0,TX,0,0,0.4264296423216963,0.5668237309916471,0.1403940886699508,0.5324438362413046,48049
BURLESON,2099,2229,4365,7900,1994,0,TX,0,0,0.48087056128293243,0.5106529209621993,0.029782359679266845,0.5525316455696202,48051
BURNET,3608,4906,8581,13771,1994,0,TX,0,0,0.4204638154061298,0.5717282368022375,0.15126442139610768,0.6231210514850047,48053
CALDWELL,3114,3071,6233,12431,1994,0,TX,0,0,0.4995989090325686,0.4927001443927483,-0.0068987646398203095,0.5014077708953423,48055
CALHOUN,2268,2697,4994,10266,1994,0,TX,0,0,0.4541449739687625,0.540048057669203,0.08590308370044053,0.48646015975063317,48057
CALLAHAN,1650,2166,3854,7308,1994,0,TX,0,0,0.4281266216917488,0.5620134924753503,0.13388687078360145,0.5273672687465791,48059
CAMERON,24574,15789,40524,103521,1994,0,TX,0,0,0.6064060803474485,0.38962096535386437,-0.2167851149935841,0.39145680586547654,48061
CAMP,1648,1516,3176,5592,1994,0,TX,0,0,0.5188916876574308,0.47732997481108314,-0.04156171284634763,0.5679542203147353,48063
CARSON,944,1556,2519,4052,1994,0,TX,0,0,0.37475188566891626,0.6177054386661374,0.2429535529972211,0.6216683119447186,48065
CASS,4174,3985,8197,16760,1994,0,TX,0,0,0.5092106868366476,0.4861534707819934,-0.023057216054654217,0.48908114558472554,48067
CASTRO,1290,1379,2677,4385,1994,0,TX,0,0,0.48188270451998505,0.5151288756070228,0.03324617108703776,0.610490307867731,48069
CHAMBERS,2375,3768,6196,12473,1994,0,TX,0,0,0.3833118140735959,0.6081342801807618,0.22482246610716589,0.49675298645073357,48071
CHEROKEE,4225,6248,10533,20406,1994,0,TX,0,0,0.4011202886167284,0.5931833285863477,0.19206303996961932,0.5161717142017054,48073
CHILDRESS,737,958,1695,3322,1994,0,TX,0,0,0.43480825958702063,0.5651917404129794,0.13038348082595874,0.5102347983142685,48075
CLAY,1766,1708,3487,6438,1994,0,TX,0,0,0.5064525379982793,0.4898193289360482,-0.01663320906223109,0.541627834731283,48077
COCHRAN,464,651,1137,2204,1994,0,TX,0,0,0.4080914687774846,0.5725593667546174,0.1644678979771328,0.5158802177858439,48079
COKE,558,824,1397,2175,1994,0,TX,0,0,0.3994273443092341,0.5898353614889048,0.1904080171796707,0.6422988505747127,48081
COLEMAN,1437,1690,3139,5823,1994,0,TX,0,0,0.4577891048104492,0.53838802166295,0.08059891685250076,0.5390692083118668,48083
COLLIN,33305,64515,98470,175916,1994,0,TX,0,0,0.33822484005280795,0.6551741647202194,0.31694932466741144,0.5597557925373474,48085
COLLINGSWORTH,635,700,1340,2171,1994,0,TX,0,0,0.47388059701492535,0.5223880597014925,0.04850746268656714,0.6172270842929526,48087
COLORADO,2346,3433,5808,10064,1994,0,TX,0,0,0.40392561983471076,0.5910812672176309,0.18715564738292012,0.5771065182829889,48089
COMAL,5792,13356,19319,35011,1994,0,TX,0,0,0.29980847869972566,0.6913401314767845,0.39153165277705887,0.5517980063408643,48091
COMANCHE,2014,1888,3914,7200,1994,0,TX,0,0,0.5145631067961165,0.4823709759836484,-0.03219213081246808,0.5436111111111112,48093
CONCHO,422,498,927,1650,1994,0,TX,0,0,0.4552319309600863,0.5372168284789643,0.08198489751887805,0.5618181818181818,48095
COOKE,3610,6507,10193,17193,1994,0,TX,0,0,0.35416462278033944,0.6383792798979692,0.2842146571176297,0.592857558308614,48097
CORYELL,3955,4981,9013,20492,1994,0,TX,0,0,0.4388106069011428,0.5526461777432597,0.11383557084211693,0.43983017763029475,48099
COTTLE,419,282,710,1531,1994,0,TX,0,0,0.5901408450704225,0.3971830985915493,-0.1929577464788732,0.4637491835401698,48101
CRANE,379,1178,1566,2423,1994,0,TX,0,0,0.24201787994891444,0.7522349936143039,0.5102171136653895,0.6463062319438713,48103
CROCKETT,543,798,1349,2548,1994,0,TX,0,0,0.40252038547071906,0.5915492957746479,0.18902891030392882,0.5294348508634223,48105
CROSBY,853,788,1648,3660,1994,0,TX,0,0,0.5175970873786407,0.47815533980582525,-0.03944174757281549,0.45027322404371584,48107
CULBERSON,214,295,513,1758,1994,0,TX,0,0,0.4171539961013645,0.5750487329434698,0.1578947368421053,0.29180887372013653,48109
DALLAM,435,720,1166,2231,1994,0,TX,0,0,0.3730703259005146,0.6174957118353345,0.24442538593481988,0.522635589421784,48111
DALLAS,221266,236466,460559,862138,1994,0,TX,0,0,0.4804292175378182,0.5134325895270747,0.033003371989256514,0.5342056608106823,48113
DAWSON,1294,2365,3686,7523,1994,0,TX,0,0,0.3510580575149213,0.6416169289202387,0.2905588714053174,0.4899641100624751,48115
DEAF SMITH,1429,2538,3985,8540,1994,0,TX,0,0,0.358594730238394,0.636888331242158,0.27829360100376405,0.46662763466042156,48117
DELTA,762,713,1482,2794,1994,0,TX,0,0,0.5141700404858299,0.48110661268556004,-0.033063427800269884,0.5304223335719399,48119
DENTON,31437,49740,81814,151864,1994,0,TX,0,0,0.3842496394260151,0.6079644070696947,0.2237147676436796,0.5387320233893483,48121
DEWITT,1821,3094,4948,9991,1994,0,TX,0,0,0.3680274858528699,0.6253031527890056,0.25727566693613574,0.49524572114903415,48123
DICKENS,581,454,1042,1734,1994,0,TX,0,0,0.5575815738963532,0.43570057581573896,-0.12188099808061426,0.6009227220299884,48125
DIMMIT,1772,719,2504,7929,1994,0,TX,0,0,0.707667731629393,0.28714057507987223,-0.4205271565495208,0.3158027494009333,48127
DONLEY,573,871,1448,2361,1994,0,TX,0,0,0.39571823204419887,0.6015193370165746,0.2058011049723757,0.6132994493858535,48129
DUVAL,2809,595,3413,9291,1994,0,TX,0,0,0.8230295927336654,0.17433343099912102,-0.6486961617345444,0.3673447422236573,48131
EASTLAND,2588,3264,5895,9836,1994,0,TX,0,0,0.4390161153519932,0.5536895674300254,0.1146734520780322,0.5993289955266369,48133
ECTOR,8372,16822,25356,50481,1994,0,TX,0,0,0.3301782615554504,0.6634327180943367,0.3332544565388863,0.5022879895406193,48135
EDWARDS,242,542,793,1347,1994,0,TX,0,0,0.3051702395964691,0.6834804539722572,0.3783102143757881,0.5887156644394952,48137
ELLIS,9987,14523,24650,46864,1994,0,TX,0,0,0.4051521298174442,0.5891683569979717,0.18401622718052746,0.525990099009901,48139
EL PASO,50560,40011,91509,229056,1994,0,TX,0,0,0.5525139603754822,0.4372356817362227,-0.11527827863925949,0.3995049245599329,48141
ERATH,3467,4423,7943,14248,1994,0,TX,0,0,0.43648495530655923,0.5568425028326829,0.12035754752612365,0.5574817518248175,48143
FALLS,2013,1887,3914,8562,1994,0,TX,0,0,0.5143076136944302,0.4821154828819622,-0.03219213081246802,0.4571361831347816,48145
FANNIN,3929,3268,7256,14327,1994,0,TX,0,0,0.5414829106945975,0.4503858875413451,-0.09109702315325241,0.5064563411740072,48147
FAYETTE,2722,4297,7071,11794,1994,0,TX,0,0,0.38495262339131664,0.6076933955593268,0.22274077216801014,0.5995421400712226,48149
FISHER,1104,547,1656,2901,1994,0,TX,0,0,0.6666666666666666,0.3303140096618358,-0.33635265700483086,0.5708376421923474,48151
FLOYD,1334,1558,2900,4656,1994,0,TX,0,0,0.46,0.5372413793103449,0.07724137931034486,0.622852233676976,48153
FOARD,347,187,536,1092,1994,0,TX,0,0,0.6473880597014925,0.34888059701492535,-0.29850746268656714,0.4908424908424908,48155
FORT BEND,27040,39763,67036,117005,1994,0,TX,0,0,0.40336535592815803,0.5931588996956859,0.18979354376752788,0.5729327806503995,48157
FRANKLIN,1243,1389,2644,4334,1994,0,TX,0,0,0.47012102874432676,0.5253403933434191,0.055219364599092324,0.6100599907706507,48159
FREESTONE,2417,2569,4999,8924,1994,0,TX,0,0,0.483496699339868,0.5139027805561113,0.030406081216243275,0.5601748095024652,48161
FRIO,1764,1394,3176,8304,1994,0,TX,0,0,0.5554156171284634,0.4389168765743073,-0.11649874055415615,0.38246628131021193,48163
GAINES,670,2061,2755,5511,1994,0,TX,0,0,0.24319419237749546,0.7480943738656988,0.5049001814882033,0.49990927236436217,48165
GALVESTON,32848,30716,63982,127651,1994,0,TX,0,0,0.5133943921727986,0.4800725203963615,-0.033321871776437084,0.5012259990129337,48167
GARZA,498,841,1348,2595,1994,0,TX,0,0,0.3694362017804154,0.6238872403560831,0.2544510385756677,0.5194605009633911,48169
GILLESPIE,1737,5032,6829,10727,1994,0,TX,0,0,0.2543564211451164,0.736857519402548,0.48250109825743154,0.6366178801155962,48171
GLASSCOCK,83,413,498,724,1994,0,TX,0,0,0.16666666666666666,0.8293172690763052,0.6626506024096386,0.6878453038674033,48173
GOLIAD,888,1202,2108,3922,1994,0,TX,0,0,0.42125237191650855,0.5702087286527514,0.14895635673624286,0.5374808771035187,48175
GONZALES,2001,2765,4789,9534,1994,0,TX,0,0,0.41783253288786804,0.5773647943203174,0.15953226143244936,0.5023075309418922,48177
GRAY,2752,5550,8376,13494,1994,0,TX,0,0,0.32855778414517667,0.6626074498567335,0.3340496657115568,0.6207203201422855,48179
GRAYSON,12500,14650,27350,52709,1994,0,TX,0,0,0.4570383912248629,0.5356489945155393,0.07861060329067637,0.518886717638354,48181
GREGG,11593,19357,31116,60576,1994,0,TX,0,0,0.37257359557783776,0.6220915284740969,0.24951793289625912,0.5136687797147385,48183
GRIMES,1952,2560,4529,9005,1994,0,TX,0,0,0.43100022079929345,0.5652461912121881,0.13424597041289466,0.5029428095502498,48185
GUADALUPE,6509,11304,18009,35780,1994,0,TX,0,0,0.3614303959131545,0.6276861569215393,0.2662557610083848,0.5033258803801006,48187
HALE,2879,4991,7912,15573,1994,0,TX,0,0,0.36387765419615775,0.6308139534883721,0.26693629929221435,0.5080588197521351,48189
HALL,655,602,1258,2470,1994,0,TX,0,0,0.5206677265500795,0.4785373608903021,-0.04213036565977746,0.5093117408906883,48191
HAMILTON,1163,1464,2645,4355,1994,0,TX,0,0,0.4396975425330813,0.5534971644612476,0.11379962192816634,0.6073478760045924,48193
HANSFORD,437,1346,1794,2860,1994,0,TX,0,0,0.24358974358974358,0.750278706800446,0.5066889632107023,0.6272727272727273,48195
HARDEMAN,739,610,1359,2687,1994,0,TX,0,0,0.5437821927888153,0.44885945548197204,-0.09492273730684331,0.5057685150725716,48197
HARDIN,4723,6671,11492,27073,1994,0,TX,0,0,0.4109815523842673,0.5804907761921336,0.16950922380786632,0.42448195619251655,48199
HARRIS,290118,348507,641962,1308883,1994,0,TX,0,0,0.45192394565410415,0.5428779273539556,0.09095398169985142,0.4904655343525739,48201
